Sigtaara,IPA,Romanized,Part of speech,English,Alternate Meaning 1,Alternate Meaning 2,Alternate Meaning 3,Alternate Meaning 4
GaÎN,/gaɪn/,gaiin,adj.,one, single,,,
eT,/et/,et,num.,one,,,,
WIMO,/wimo/,wimo,adv.,only, merely,,,
NOJIGYN,/nodʒigjn/,nojigyn,adj.,only,,,,
FÂKFENÂK,/fɑhkfənɑhk/,faakfenaak,adv.,only, merely, hardly,,
NUNON,/nunon/,nunon,conj.,only, except, but,,
GIGNOKɔS,/gignokɔs/,gignokoos,prep.,onto,,,,
BEX,/bɛks/,bex,v.,open,,,,
BEXÍ,/bɛksir/,bexir,n.,opening,,,,
WUMUT,/wumut/,wumut,v.,operate,,,,
BAZ,/bɑz/,baz,n.,opinion,,,,
MENSIGYZ,/mɛnsigjz/,mensigyz,adj.,opposite,,,,
MÂZ,/mɑhz/,maaz,v.,oppress,,,,
POTI,/poti/,poti,n.,option,,,,
KIH,/kih/,kih,conj.,or,,,,
KÄKÂK,/kækɑhk/,ka'kaak,adj.,oral,,,,
MONZÂG,/monzɑhg/,monzaag,adj.,orange,,,,
RUZEKIL,/ruzəkil/,ruzekil,n.,orbit,,,,
OGIM,/ogim/,ogim,n.,orc,,,,
ZUDÍ,/zudir/,zudir,n.,orchard, plantation,,,
WANPEKɔZ,/wɑnpɛkɔz/,wanpekooz,n.,orchestra,,,,
BÄL,/bæl/,ba'l,v.,order, demand,,,
KÂYA,/kɑhjɑ/,kaaya,v.,order,,,,
DÍL,/dirl/,dirl,v.,order, impose,,,
HɔYEN,/hɔjən/,hooyen,n.,organ,,,,
SÂLÂK,/sɑhlɑhk/,saalaak,n.,organism,,,,
DIHEKÚK,/dihɛkurk/,dihekurk,n.,organization,,,,
LEN,/lən/,len,v.,organize,,,,
NUGVIZ,/nugviz/,nugviz,n.,orgasm,,,,
WUG,/wug/,wug,n.,origin,,,,
POH,/poh/,poh,n.,ornament,,,,
MELMOSɔK,/məlmosɔk/,melmosook,n.,orphan,,,,
DEGHIKYL,/dəghikjl/,deghikyl,adj.,other,,,,
ÚGZÚ,/urgzur/,urgzur,adj.,our,,,,
LIKIK,/likik/,likik,prep.,out, outside,,,
TAZ,/tɑz/,taz,adv.,out,,,,
KÂYɔK,/kɑhjɔk/,kaayook,n.,outline,,,,
ZEWEHÂL,/zəwəhɑhl/,zewehaal,n.,oval,,,,
MEHKɔKIZ,/məhkɔkiz/,mehkookiz,n.,oven,,,,
KÄRÂSɔK,/kærɑhsɔk/,ka'raasook,prep.,over,,,,
ZÂWE,/zɑhwɛ/,zaawe,n.,overdose,,,,
WÚS,/wurs/,wurs,v.,owe,,,,
MÄGOZYG,/mægozjg/,ma'gozyg,n.,owl,,,,
PO,/po/,po,v.,own,,,,
MEMÄLɔS,/məmælɔs/,mema'loos,n.,owner,,,,
LOSKÄ,/loskæ/,loska',n.,oxygen,,,,
ZÂGINYZ,/zɑhginjz/,zaaginyz,n.,oyster,,,,
MESZÄG,/mɛszæg/,mesza'g,n.,packet,,,,
LOBÄTOG,/lobætog/,loba'tog,n.,pact,,,,
BENE,/bɛnɛ/,bene,n.,page,,,,
FAZ,/fɑz/,faz,v.,pain, cause pain, hurt,,
FAZÍ,/fɑzir/,fazir,n.,pain,,,,
KÄFAZ,/kæfɑz/,ka'faz,adj.,painful,,,,
PEZVA,/pɛzvɑ/,pezva,n.,paint,,,,
KÚLYITIG,/kurljitig/,kurlyitig,n.,painter,,,,
BAK,/bɑk/,bak,n.,painting,,,,
DOTÂIH,/dotɑhih/,dotaaih,n.,pair,,,,
LABÍZIK,/lɑbirzik/,labirzik,n.,palace,,,,
GENÂL,/gɛnɑhl/,genaal,n.,palm (of hand),,,,
DÄKIN,/dækin/,da'kin,n.,pan, saucepan,,,
KIWI,/kiwi/,kiwi,n.,pan, saucepan, pot,,
WÄNENÂT,/wænənɑht/,wa'nenaat,n.,pandemic,,,,
YÂWUH,/jɑhwuh/,yaawuh,v.,panic,,,,
LÍE,/lirɛ/,lire,n.,panorama,,,,
LÚG,/lurg/,lurg,v.,pant,,,,
KENɔN,/kənɔn/,kenoon,n.,paper, contract,,,
SOWÉSIG,/soweɪ̯sig/,sowaesig,n.,paper,,,,
YIMAKɔK,/jimɑkɔk/,yimakook,n.,paper, document,,,
SÂZWUN,/sɑhzwun/,saazwun,n.,paradise,,,,
WɔREL,/wɔrɛl/,woorel,n.,paradox,,,,
NOWEKɔH,/nowəkɔh/,nowekooh,n.,paragraph,,,,
BINYK,/binjk/,binyk,n.,paragraph, clause, verse,,
KÄFUG,/kæfug/,ka'fug,adj.,parallel,,,,
NUNEG,/nunɛg/,nuneg,v.,paralyze,,,,
MÄN,/mæn/,ma'n,n.,parcel, package, bundle,,
TUFÄ,/tufæ/,tufa',n.,parent,,,,
KAMO,/kɑmo/,kamo,n.,park,,,,
TET,/tət/,tet,n.,parliament,,,,
YÂMUK,/jɑhmuk/,yaamuk,n.,parlor, salon,,,
DÂG,/dɑhg/,daag,n.,parsley,,,,
YɔS,/jɔs/,yoos,n.,part,,,,
ZOL,/zol/,zol,n.,partner, spouse,,,
YITYZ,/jitjz/,yityz,n.,partner,,,,
NENÄHIN,/nɛnæhin/,nena'hin,n.,party,,,,
KE,/kə/,ke,v.,pass, cross,,,
HEKES,/hɛkɛs/,hekes,n.,passenger,,,,
DENOL,/dɛnol/,denol,n.,passion,,,,
KÂNÚL,/kɑhnurl/,kaanurl,adj.,passive,,,,
LEZMU,/ləzmu/,lezmu,adj.,past,,,,
MEHÍKÚG,/məhirkurg/,mehirkurg,n.,past,,,,
VÂZREKÚN,/vɑhzrɛkurn/,vaazrekurn,n.,pasta,,,,
KEREGÂS,/kɛrəgɑhs/,keregaas,n.,paste,,,,
FÂKIZ,/fɑhkiz/,faakiz,n.,pastry,,,,
LÂK,/lɑhk/,laak,n.,pasture, meadow, prairie,,
MOTANIS,/motɑnis/,motanis,v.,pat,,,,
NÍZKIKYZ,/nirzkikjz/,nirzkikyz,n.,patent,,,,
KɔZLUKYK,/kɔzlukjk/,koozlukyk,n.,path, track, road,,
SOZYÂLOG,/sozjɑhlog/,sozyaalog,n.,path, track,,,
VIZUGIS,/vizugis/,vizugis,n.,patient, victim,,,
YOGITÂL,/jogitɑhl/,yogitaal,adj.,patient,,,,
MEZYA,/məzjɑ/,mezya,n.,patient,,,,
GETYÂNÂG,/gətjɑhnɑhg/,getyaanaag,n.,patriot,,,,
HÂS,/hɑhs/,haas,v.,patrol,,,,
YINIGÚK,/jinigurk/,yinigurk,n.,pattern, rhythm,,,
YESDE,/jəsdə/,yesde,n.,pattern, style, fashion, tone, rhythm
BELAKÂK,/bɛlɑkɑhk/,belakaak,n.,pattern, style, rhythm,,
TINKU,/tinku/,tinku,v.,pause,,,,
LOHYA,/lohjɑ/,lohya,v.,pause, halt,,,
RIN,/rin/,rin,v.,pave,,,,
ZUHUHɔZ,/zuhuhɔz/,zuhuhooz,n.,pavement,,,,
YUJU,/judʒu/,yuju,n.,paw,,,,
JɔLJI,/dʒɔldʒi/,joolji,v.,pay, spend,,,
MɔHÂSIT,/mɔhɑhsit/,moohaasit,n.,pea,,,,
DREM,/drɛm/,drem,n.,peace, patience, withholding aggression or eagerness,,
MEPÂIK,/mɛpɑhik/,mepaaik,n.,peace, harmony,,,
JÄNMÍTIG,/dʒænmirtig/,ja'nmirtig,n.,peace,,,,
LÍGIK,/lirgik/,lirgik,n.,peach,,,,
TÄVÚLIG,/tævurlig/,ta'vurlig,n.,peak,,,,
NAKYU,/nɑkju/,nakyu,n.,pear,,,,
JOTINÚG,/dʒotinurg/,jotinurg,n.,pearl,,,,
BÂVɔK,/bɑhvɔk/,baavook,n.,peasant,,,,
DÍGNEH,/dirgnəh/,dirgneh,n.,pedal,,,,
WÍLFA,/wirlfɑ/,wirlfa,n.,pedestrian,,,,
ZAL,/zɑl/,zal,v.,peek,,,,
NISRO,/nisro/,nisro,v.,peel,,,,
YUG,/jug/,yug,v.,peer,,,,
LARÄTÂT,/lɑrætɑht/,lara'taat,n.,pen,,,,
VAYÂ,/vɑjɑh/,vayaa,n.,pencil,,,,
GÚH,/gurh/,gurh,v.,penetrate,,,,
PEN,/pɛn/,pen,n.,peninsula,,,,
KAGÂT,/kɑgɑht/,kagaat,n.,penis,,,,
BUNIZ,/buniz/,buniz,n.,pepper,,,,
NÄKONLAS,/nækonlɑs/,na'konlas,prep.,per, for each,,,
KÚT,/kurt/,kurt,v.,perceive,,,,
WIN,/win/,win,n.,percent,,,,
ZEKMUTIN,/zɛkmutin/,zekmutin,n.,perception,,,,
BÂK,/bɑhk/,baak,v.,perch,,,,
WINTITON,/wintiton/,wintiton,adj.,perfect,,,,
MÍNÂZ,/mirnɑhz/,mirnaaz,n.,perfection,,,,
PAZÁKÚT,/pɑzaɪ̯kurt/,pazaii̯kurt,v.,perform,,,,
MÄS,/mæs/,ma's,v.,perform, behave,,,
WɔSVINÚS,/wɔsvinurs/,woosvinurs,n.,perfume,,,,
BÍSWE,/birswɛ/,birswe,n.,period (duration of time),,,,
MÂSÍKOG,/mɑhsirkog/,maasirkog,adj.,permanent,,,,
BÍBÂNYT,/birbɑhnjt/,birbaanyt,n.,permission,,,,
GOYITYK,/gojitjk/,goyityk,v.,permit, enable, approve,,
KIZ,/kiz/,kiz,v.,permit, approve, authorize,,
VɔDI,/vɔdi/,voodi,v.,persist,,,,
MONU,/monu/,monu,n.,person,,,,
DINUZIT,/dinuzit/,dinuzit,n.,persona,,,,
SÄNYAS,/sænjɑs/,sa'nyas,adj.,personal,,,,
NELWÄNYL,/nɛlwænjl/,nelwa'nyl,v.,persuade, convince, seduce,,
RIJOLIT,/ridʒolit/,rijolit,v.,persuade,,,,
YUKE,/jukə/,yuke,n.,pest,,,,
TÍAN,/tirɑn/,tiran,n.,pet,,,,
YÚNU,/jurnu/,yurnu,n.,petal,,,,
MÍTE,/mirtə/,mirte,n.,phone,,,,
HɔKBEKɔZ,/hɔkbəkɔz/,hookbekooz,n.,phrase,,,,
VɔMES,/vɔmɛs/,voomes,adj.,physical, tangible,,,
KEHEGYZ,/kɛhɛgjz/,kehegyz,n.,piano,,,,
NɔN,/nɔn/,noon,v.,pick,,,,
DEK,/dək/,dek,n.,pick,,,,
LÄJÚK,/lædʒurk/,la'jurk,n.,picnic,,,,
DISMIH,/dismih/,dismih,n.,picture,,,,
MɔK,/mɔk/,mook,n.,piece, segment,,,
BEFUNÚG,/bəfunurg/,befunurg,n.,piece, member,,,
VɔKÚ,/vɔkur/,vookur,v.,pierce, prick,,,
VILATIN,/vilɑtin/,vilatin,n.,pig, pork,,,
WELÂK,/wɛlɑhk/,welaak,n.,pig,,,,
YIBÄ,/jibæ/,yiba',n.,pile, heap, mound,,
DIMOTÚH,/dimoturh/,dimoturh,n.,pillar,,,,
KULVAS,/kulvɑs/,kulvas,n.,pillow,,,,
VÍHKÚHIN,/virhkurhin/,virhkurhin,n.,pin,,,,
NEZ,/nɛz/,nez,v.,pinch,,,,
GÄLLIK,/gællik/,ga'llik,n.,pine,,,,
MÂN,/mɑhn/,maan,adj.,pink,,,,
HÚMI,/hurmi/,hurmi,n.,pirate,,,,
DUGIN,/dugin/,dugin,n.,pistol,,,,
Sɔ,/sɔ/,soo,n.,place,,,,
BEZÚKYS,/bɛzurkjs/,bezurkys,v.,place,,,,
PÂVÍ,/pɑhvir/,paavir,v.,place, lay,,,
VÄTILIH,/vætilih/,va'tilih,v.,place, lay, deposit,,
FATRALOH,/fɑtrɑloh/,fatraloh,n.,place, site, location, position (location),
BIFÂZ,/bifɑhz/,bifaaz,n.,plague,,,,
YÄMEZÚT,/jæmɛzurt/,ya'mezurt,adj.,plain,,,,
MUSÚKɔS,/musurkɔs/,musurkoos,n.,plan, program,,,
SÂ,/sɑh/,saa,v.,plan, intend,,,
KAYIL,/kɑjil/,kayil,n.,plan,,,,
YIH,/jih/,yih,n.,plane,,,,
KINISOS,/kinisos/,kinisos,n.,planet,,,,
ZA,/zɑ/,za,n.,plant, shrub,,,
ROFU,/rofu/,rofu,n.,plant,,,,
FÄZ,/fæz/,fa'z,v.,plant,,,,
MÄLDɔKɔN,/mældɔkɔn/,ma'ldookoon,n.,plaque,,,,
NÍ,/nir/,nir,n.,plate,,,,
PÂLSÂ,/pɑhlsɑh/,paalsaa,n.,plateau,,,,
NEGLɔS,/nəglɔs/,negloos,n.,platform,,,,
TU,/tu/,tu,v.,play (have fun),,,,
KETIGYK,/kətigjk/,ketigyk,n.,play (stage play),,,,
DÄZVILYT,/dæzviljt/,da'zvilyt,n.,player,,,,
YES,/jəs/,yes,v.,please,,,,
KOZKIHÚS,/kozkihurs/,kozkihurs,n.,pleasure,,,,
KIBÄK,/kibæk/,kiba'k,n.,plug,,,,
BUSAT,/busɑt/,busat,n.,pocket,,,,
YESKELÂN,/jɛskəlɑhn/,yeskelaan,n.,poem,,,,
VEMENÚL,/vɛmɛnurl/,vemenurl,n.,poet,,,,
KIFASɔS,/kifɑsɔs/,kifasoos,n.,point,,,,
FÄS,/fæs/,fa's,v.,poise,,,,
RɔSYT,/rɔsjt/,roosyt,n.,poison, venom,,,
KɔHGÂK,/kɔhgɑhk/,koohgaak,n.,poison,,,,
BUS,/bus/,bus,n.,pole, mast, stick,,
YÚKZÂ,/jurkzɑh/,yurkzaa,n.,police,,,,
NIJA,/nidʒɑ/,nija,n.,policy,,,,
KÂGZININ,/kɑhgzinin/,kaagzinin,v.,polish,,,,
RÚTÄL,/rurtæl/,rurta'l,adj.,polite,,,,
TÄ,/tæ/,ta',adj.,political,,,,
SEYÍLOL,/sɛjirlol/,seyirlol,n.,politician,,,,
LÂTÚKIK,/lɑhturkik/,laaturkik,n.,politics,,,,
GES,/gəs/,ges,v.,pollute, contaminate,,,
MÂGHEK,/mɑhghɛk/,maaghek,v.,pollute,,,,
KUGE,/kugɛ/,kuge,n.,pond, pool,,,
KÄVE,/kævə/,ka've,adj.,poor,,,,
MÄRÚNOH,/mærurnoh/,ma'rurnoh,adj.,poor, weak,,,
VIK,/vik/,vik,adj.,popular,,,,
HAYA,/hɑjɑ/,haya,n.,population,,,,
TÄSEN,/tæsɛn/,ta'sen,n.,porch, veranda, terrace,,
KALOGZÄ,/kɑlogzæ/,kalogza',n.,porch, veranda,,,
WESKEKOG,/wɛskəkog/,weskekog,n.,pork,,,,
BOJEGÂT,/bodʒɛgɑht/,bojegaat,n.,pornography,,,,
YET,/jət/,yet,n.,port,,,,
KUTULÂZ,/kutulɑhz/,kutulaaz,n.,portion,,,,
METEH,/mɛtɛh/,meteh,v.,pose,,,,
HUDIZɔS,/hudizɔs/,hudizoos,n.,position (location),,,,
DÄDIL,/dædil/,da'dil,v.,possess,,,,
PÍAKÍ,/pirɑkir/,pirakir,n.,possession,,,,
SESVESÚK,/sɛsvəsurk/,sesvesurk,n.,possibility,,,,
NERE,/nɛrə/,nere,adj.,possible, plausible,,,
WUQI,/wukwi/,wuqi,n.,post,,,,
BEK,/bək/,bek,v.,post,,,,
YÂL,/jɑhl/,yaal,v.,postpone,,,,
ZÄHKEKOZ,/zæhkɛkoz/,za'hkekoz,n.,posture (bodily position),,,,
SABENIK,/sɑbɛnik/,sabenik,n.,pot,,,,
HIGÂG,/higɑhg/,higaag,n.,potato,,,,
NOSA,/nosɑ/,nosa,n.,potion, elixir,,,
LIKTIN,/liktin/,liktin,n.,pottery,,,,
YESRILɔK,/jəsrilɔk/,yesrilook,n.,poultry,,,,
DEKGU,/dɛkgu/,dekgu,v.,pour, spill,,,
YÚETOT,/jurɛtot/,yuretot,v.,pour, spill, flow,,
WAL,/wɑl/,wal,v.,pour,,,,
TENZUNYL,/tɛnzunjl/,tenzunyl,n.,powder,,,,
FÚKMÂK,/furkmɑhk/,furkmaak,n.,power,,,,
BÚME,/burmɛ/,burme,n.,power, leverage,,,
LɔN,/lɔn/,loon,n.,power, strength, leverage,,
LUBEKɔK,/lubɛkɔk/,lubekook,adj.,powerful,,,,
HɔMÂÂT,/hɔmɑhɑht/,hoomaaaat,adj.,practical, pragmatic, sensible,,
BIDU,/bidu/,bidu,adj.,practical, pragmatic,,,
TIME,/timə/,time,v.,practice,,,,
KÂKU,/kɑhku/,kaaku,v.,praise,,,,
DRAL,/drɑl/,dral,v.,pray,,,,
DRALÍ,/drɑlir/,dralir,n.,prayer,,,,
YIZOS,/jizos/,yizos,adj.,precious,,,,
WAVIZ,/wɑviz/,waviz,v.,prefer, favor,,,
VUVɔ,/vuvɔ/,vuvoo,v.,prefer,,,,
DIKÂ,/dikɑh/,dikaa,adj.,pregnant,,,,
DÚSYK,/dursjk/,dursyk,n.,prejudice, bias,,,
SOWɔHÂZ,/sowɔhɑhz/,sowoohaaz,adj.,premier,,,,
WOZ,/woz/,woz,n.,premiere,,,,
YISKA,/jiskɑ/,yiska,n.,premise, thesis,,,
BEKISYK,/bəkisjk/,bekisyk,n.,premise,,,,
YÂTGÍNÂZ,/jɑhtgirnɑhz/,yaatgirnaaz,n.,preparation,,,,
VÁ,/vaɪ̯/,vaii̯,v.,prepare, assemble, train,,
ROFIH,/rofih/,rofih,v.,present, introduce,,,
PIJIHÚH,/pidʒihurh/,pijihurh,n.,present, gift,,,
RɔKÚK,/rɔkurk/,rookurk,n.,present (time),,,,
DÄN,/dæn/,da'n,v.,press,,,,
TUSNÚ,/tusnur/,tusnur,n.,pressure,,,,
SɔKNETOK,/sɔknətok/,sooknetok,n.,prestige,,,,
PAKZITOG,/pɑkzitog/,pakzitog,adj.,pretty,,,,
RÍSIT,/rirsit/,rirsit,v.,prevent, avert, deter,,
WUH,/wuh/,wuh,v.,prevent, intercept,,,
YIGJUHIZ,/jigdʒuhiz/,yigjuhiz,adj.,previous,,,,
MÂSEG,/mɑhsəg/,maaseg,adv.,previously,,,,
SÍHÚGVÍG,/sirhurgvirg/,sirhurgvirg,n.,prey,,,,
MIT,/mit/,mit,n.,price, fee, cost, salary, bill
KANɔT,/kɑnɔt/,kanoot,n.,price, fee, cost,,
WERUZ,/wəruz/,weruz,n.,price, fee, cost, salary,
KAÍ,/kɑir/,kair,n.,pride,,,,
DRALTUZ,/drɑltuz/,draltuz,n.,priest,,,,
KÚaaN,/kuraan/,kuraan,n.,prince,,,,
KÚaaL,/kuraal/,kuraal,n.,princess,,,,
BIKDÚ,/bikdur/,bikdur,v.,print,,,,
GɔRɔZÂT,/gɔrɔzɑht/,gooroozaat,n.,priority,,,,
TEKMÄHIL,/tɛkmæhil/,tekma'hil,n.,prison, jail,,,
GOZLI,/gozli/,gozli,n.,prisoner,,,,
KÚFUTYS,/kurfutjs/,kurfutys,adj.,private,,,,
MIL,/mil/,mil,n.,privilege,,,,
VÍ,/vir/,vir,n.,prize, award,,,
YELMOSYK,/jəlmosjk/,yelmosyk,adj.,probable,,,,
VOZÍHOH,/vozirhoh/,vozirhoh,adv.,probably,,,,
WISTO,/wisto/,wisto,v.,probe,,,,
YODUH,/joduh/,yoduh,n.,problem,,,,
HERÂ,/hɛrɑh/,heraa,n.,process, procedure,,,
NENTIZÂK,/nəntizɑhk/,nentizaak,v.,produce (manufacture), spawn,,,
FILKEZ,/filkəz/,filkez,n.,product (item made),,,,
DAS,/dɑs/,das,n.,product (item made), merchandise,,,
KEHYZ,/kəhjz/,kehyz,n.,professor,,,,
WIZIN,/wizin/,wizin,n.,profit,,,,
PÍT,/pirt/,pirt,n.,program,,,,
GOZFO,/gozfo/,gozfo,n.,project,,,,
KOZÄGÚK,/kozægurk/,koza'gurk,v.,promise, assure,,,
GÄVO,/gævo/,ga'vo,v.,promote, advocate,,,
YEJU,/jɛdʒu/,yeju,v.,promote,,,,
GÍK,/girk/,girk,v.,pronounce,,,,
TEKÍK,/tɛkirk/,tekirk,n.,proof,,,,
PEZ,/pɛz/,pez,n.,propaganda,,,,
KÂWE,/kɑhwɛ/,kaawe,v.,propel,,,,
VÚMUTOL,/vurmutol/,vurmutol,n.,property,,,,
KɔKUNIL,/kɔkunil/,kookunil,n.,prophet,,,,
BUBOTOL,/bubotol/,bubotol,n.,prose,,,,
ZIN,/zin/,zin,v.,prosecute,,,,
TULɔKɔS,/tulɔkɔs/,tulookoos,n.,prostitute, whore,,,
TɔHA,/tɔhɑ/,tooha,n.,protagonist,,,,
LOGSETɔK,/logsɛtɔk/,logsetook,n.,protection,,,,
VIZ,/viz/,viz,v.,protest, complain,,,
KÚSZÄ,/kurszæ/,kursza',v.,protest,,,,
LEMELÂZ,/ləmɛlɑhz/,lemelaaz,v.,protest, resist, prevent,,
HERA,/hɛrɑ/,hera,adj.,proud, arrogant,,,
KÄKA,/kækɑ/,ka'ka,adj.,proud, prideful,,,
PÂNMɔS,/pɑhnmɔs/,paanmoos,adj.,proud,,,,
KAZIL,/kɑzil/,kazil,adv.,proudly,,,,
VɔH,/vɔh/,vooh,v.,prove,,,,
ZÚLOTɔG,/zurlotɔg/,zurlotoog,n.,proverb,,,,
SET,/sɛt/,set,v.,provide, cater,,,
LIHÂZ,/lihɑhz/,lihaaz,v.,provide,,,,
PELOSPET,/pɛlospət/,pelospet,n.,province,,,,
LÄYA,/læjɑ/,la'ya,v.,provoke,,,,
ZUL,/zul/,zul,v.,prowl, lurk,,,
TÚYɔ,/turjɔ/,turyoo,n.,psychologist,,,,
VISI,/visi/,visi,n.,psychology,,,,
KÚWÂZ,/kurwɑhz/,kurwaaz,n.,pub, bar (pub),,,
ZEPÂG,/zəpɑhg/,zepaag,n.,pub, bar (pub), inn,,
TUKO,/tuko/,tuko,n.,public,,,,
LUZ,/luz/,luz,v.,publish,,,,
NOKOKYN,/nokokjn/,nokokyn,n.,puddle,,,,
JAKGÍ,/dʒɑkgir/,jakgir,v.,pull, yank, tug, tow,
VAG,/vɑg/,vag,v.,pull,,,,
LINIHDɔG,/linihdɔg/,linihdoog,n.,pulse,,,,
PAKYEZÂK,/pɑkjɛzɑhk/,pakyezaak,n.,pump,,,,
PÄME,/pæmɛ/,pa'me,n.,pumpkin,,,,
SEN,/sən/,sen,v.,punch,,,,
SUH,/suh/,suh,v.,punish, abuse, torture,,
ZELIK,/zɛlik/,zelik,n.,puppet,,,,
RITLɔNÚH,/ritlɔnurh/,ritloonurh,n.,puppy,,,,
HESIN,/həsin/,hesin,adj.,pure,,,,
MOKYENYK,/mokjɛnjk/,mokyenyk,adj.,purple,,,,
NIHÍS,/nihirs/,nihirs,n.,purpose,,,,
MUZITZO,/muzitzo/,muzitzo,n.,purpose, ambition,,,
DA,/dɑ/,da,v.,push,,,,
DAÍ,/dɑir/,dair,n.,push,,,,
TIVUT,/tivut/,tivut,n.,pussy,,,,
YABE,/jɑbə/,yabe,v.,put (cause to be),,,,
KU,/ku/,ku,v.,put (place), put on,,,
PÉL,/peɪ̯l/,pael,v.,put on,,,,
DAZMÄH,/dɑzmæh/,dazma'h,v.,put out,,,,
KÄNUKYS,/kænukjs/,ka'nukys,n.,puzzle,,,,
MÚWÄ,/murwæ/,murwa',n.,pyramid, cone, pile,,
HISWÍKYS,/hiswirkjs/,hiswirkys,n.,pyramid,,,,
WɔNNɔKÚK,/wɔnnɔkurk/,woonnookurk,v.,qualify,,,,
NITYAZ,/nitjɑz/,nityaz,n.,quality,,,,
JUD,/dʒud/,jud,n.,queen,,,,
WA,/wɑ/,wa,n.,question,,,,
MANWE,/mɑnwɛ/,manwe,adj.,quick,,,,
RIHÍZ,/rihirz/,rihirz,adv.,quickly,,,,
PÍMOHYS,/pirmohjs/,pirmohys,adj.,quiet, calm, shy, subtle,
KÍMÂGIT,/kirmɑhgit/,kirmaagit,adj.,quiet,,,,
GÄL,/gæl/,ga'l,n.,quilt,,,,
JÍVɔS,/dʒirvɔs/,jirvoos,v.,quit, give up,,,
LIS,/lis/,lis,v.,quote,,,,
HIK,/hik/,hik,n.,rabbit,,,,
RÉLIK,/reɪlik/,reiilik,n.,race, ethnicity,,,
RENÄLIG,/rənælig/,rena'lig,n.,race (competition),,,,
ZENLÄNYK,/zənlænjk/,zenla'nyk,n.,race (competition), marathon,,,
MUZÂL,/muzɑhl/,muzaal,n.,race (ethnicity), ethnicity,,,
YETPA,/jɛtpɑ/,yetpa,v.,radiate,,,,
JITOZ,/dʒitoz/,jitoz,adj.,radical,,,,
HENKU,/hənku/,henku,n.,radius,,,,
GINHÄNÚK,/ginhænurk/,ginha'nurk,n.,raft,,,,
MIWU,/miwu/,miwu,n.,rag,,,,
RAGOLÍ,/rɑgolir/,ragolir,n.,rage,,,,
RAGOL,/rɑgol/,ragol,v.,rage,,,,
ZEPEH,/zɛpɛh/,zepeh,n.,raid,,,,
MEGMETÚK,/mɛgməturk/,megmeturk,n.,rail,,,,
GISIH,/gisih/,gisih,n.,rain,,,,
RILGɔS,/rilgɔs/,rilgoos,n.,rainbow,,,,
PEKMÁ,/pəkmaɪ̯/,pekmaii̯,v.,raise, elevate, promote,,
BÂTIZ,/bɑhtiz/,baatiz,v.,raise,,,,
GÍÄH,/giræh/,gira'h,n.,rake,,,,
GILÂT,/gilɑht/,gilaat,n.,rake, fork,,,
WEG,/wəg/,weg,v.,rally,,,,
KELKOZYN,/kɛlkozjn/,kelkozyn,n.,ramp,,,,
KÄL,/kæl/,ka'l,adj.,random,,,,
PULWɔNIG,/pulwɔnig/,pulwoonig,n.,range, radius, extent,,
NAKÍZÂZ,/nɑkirzɑhz/,nakirzaaz,n.,range, extent,,,
MENLU,/mɛnlu/,menlu,n.,rank (military), rank (position),,,
LÍKIK,/lirkik/,lirkik,n.,rank (position), hierarchy,,,
HOVAT,/hovɑt/,hovat,v.,rape,,,,
TADɔ,/tɑdɔ/,tadoo,v.,rape, assault,,,
REFÂGIK,/rəfɑhgik/,refaagik,adj.,rare,,,,
KASTÍGÚK,/kɑstirgurk/,kastirgurk,adj.,rare, funny,,,
TɔBE,/tɔbə/,toobe,n.,rat,,,,
Rɔ,/rɔ/,roo,v.,rate,,,,
NOWE,/nowɛ/,nowe,n.,rate, grade,,,
BÚSWÂ,/burswɑh/,burswaa,n.,rate,,,,
DEPI,/dəpi/,depi,v.,rattle,,,,
NÄTU,/nætu/,na'tu,adj.,raw,,,,
VUFÍTIK,/vufirtik/,vufirtik,n.,ray (of light),,,,
NÚTPE,/nurtpɛ/,nurtpe,v.,reach,,,,
MÍ,/mir/,mir,v.,read,,,,
TONMAK,/tonmɑk/,tonmak,adj.,ready,,,,
JE,/dʒɛ/,je,adj.,real,,,,
FÂK,/fɑhk/,faak,v.,realize,,,,
BÄZ,/bæz/,ba'z,v.,reap, plow,,,
MIK,/mik/,mik,n.,reason, logic, rationale,,
JÄNBɔT,/dʒænbɔt/,ja'nboot,adj.,reasonable,,,,
LIHNETON,/lihnəton/,lihneton,n.,rebel,,,,
MÂUTIL,/mɑhutil/,maautil,n.,receipt,,,,
OFAL,/ofɑl/,ofal,v.,receive, earn, acquire,,
PEZ,/pəz/,pez,v.,receive, collect, gain, earn, acquire
TÍT,/tirt/,tirt,v.,receive, gain, earn, get,
DEDEL,/dədəl/,dedel,v.,receive, gain, gather,,
RÄGBAS,/rægbɑs/,ra'gbas,adj.,recent,,,,
YEKYA,/jəkjɑ/,yekya,adv.,recently,,,,
OFALÍ,/ofɑlir/,ofalir,n.,reception, earnings, acquisition,,
BÍLÂK,/birlɑhk/,birlaak,n.,reception (of office or hotel),,,,
SɔLBÚL,/sɔlburl/,soolburl,n.,recession,,,,
NUZKÚ,/nuzkur/,nuzkur,n.,recipe,,,,
MEHRA,/məhrɑ/,mehra,v.,recite,,,,
JɔZA,/dʒɔzɑ/,jooza,n.,recognition,,,,
TEFÍTIH,/təfirtih/,tefirtih,v.,recognize,,,,
ZÂZ,/zɑhz/,zaaz,v.,recognize, diagnose,,,
MIBÍ,/mibir/,mibir,v.,recommend, advise,,,
